date,category,product,region,base_price,discount_pct,final_price,competitor_price,demand,stock_level,rating,day_of_week,month,is_weekend
2023-03-16,Electronics,Camera,Giza,751.85,0.05,714.26,638.41,29,150,4.9,3,3,0
2023-03-16,Food,Snacks,Aswan,38.47,0.1,34.62,32.28,203,19,3.5,3,3,0
2023-03-16,Sports,Yoga Mat,Luxor,242.31,0.0,242.31,241.72,73,6,4.6,3,3,0
2023-03-18,Clothing,Shoes,Cairo,255.87,0.0,255.87,293.1,50,359,4.8,5,3,1
2023-03-19,Home,Curtains,Alex,205.36,0.0,205.36,209.67,37,185,3.5,6,3,1
2023-03-20,Home,Rug,Aswan,120.32,0.15,102.27,111.05,97,428,3.2,0,3,0
2023-03-25,Electronics,Headphones,Luxor,614.46,0.15,522.29,573.55,49,423,4.6,5,3,1
2023-03-26,Home,Curtains,Aswan,148.93,0.15,126.59,134.78,107,0,4.8,6,3,1
2023-03-27,Electronics,Tablet,Luxor,1059.45,0.0,1059.45,937.28,32,146,3.8,0,3,0
2023-03-28,Sports,Yoga Mat,Luxor,403.7,0.05,383.52,433.35,47,165,3.3,1,3,0
2023-03-28,Electronics,Headphones,Luxor,768.87,0.15,653.54,570.64,65,26,4.4,1,3,0
2023-03-28,Clothing,Jeans,Cairo,239.58,0.1,215.62,199.69,136,362,3.2,1,3,0
2023-03-29,Sports,Yoga Mat,Cairo,231.17,0.0,231.17,199.53,37,214,3.1,2,3,0
2023-03-30,Food,Cereal,Luxor,58.15,0.0,58.15,54.42,138,291,4.4,3,3,0
2023-03-31,Electronics,Laptop,Giza,1083.92,0.1,975.53,956.1,53,45,3.2,4,3,0
2023-03-31,Home,Pillow,Luxor,206.05,0.0,206.05,198.31,81,127,3.4,4,3,0
2023-04-01,Food,Juice,Aswan,61.97,0.0,61.97,57.54,126,281,3.8,5,4,1
2023-04-02,Electronics,Tablet,Giza,1083.22,0.1,974.9,862.83,53,40,3.7,6,4,1
2023-04-03,Home,Pillow,Giza,184.09,0.0,184.09,197.65,73,316,3.5,0,4,0
2023-04-03,Home,Vase,Alex,206.44,0.0,206.44,219.26,59,270,4.4,0,4,0
2023-04-04,Sports,Sneakers,Luxor,262.96,0.2,210.37,207.68,142,178,4.7,1,4,0
2023-04-05,Home,Curtains,Giza,114.61,0.05,108.88,94.02,92,134,4.2,2,4,0
2023-04-05,Home,Vase,Cairo,192.79,0.05,183.15,167.61,76,217,5.0,2,4,0
2023-04-06,Clothing,Shoes,Alex,259.05,0.0,259.05,274.49,116,362,3.3,3,4,0
2023-04-06,Sports,Helmet,Aswan,277.67,0.2,222.14,222.98,148,352,4.9,3,4,0
2023-04-07,Sports,Yoga Mat,Alex,271.04,0.2,216.83,238.14,146,112,3.5,4,4,0
2023-04-07,Electronics,Tablet,Alex,785.08,0.05,745.83,695.12,36,152,4.2,4,4,0
2023-04-08,Food,Coffee,Alex,44.41,0.05,42.19,42.43,108,203,4.5,5,4,1
2023-04-10,Electronics,Laptop,Cairo,568.41,0.1,511.57,477.26,41,18,3.4,0,4,0
2023-04-11,Food,Cereal,Cairo,41.81,0.0,41.81,39.77,115,142,4.9,1,4,0
2023-04-11,Home,Rug,Luxor,122.58,0.0,122.58,109.06,49,149,4.3,1,4,0
2023-04-13,Sports,Helmet,Giza,274.34,0.0,274.34,293.56,36,404,3.8,3,4,0
2023-04-17,Electronics,Laptop,Cairo,686.0,0.0,686.0,708.85,47,201,3.2,0,4,0
2023-04-20,Electronics,Phone,Giza,1017.41,0.0,1017.41,1067.58,32,224,4.1,3,4,0
2023-04-21,Home,Vase,Cairo,167.84,0.0,167.84,164.5,74,57,3.9,4,4,0
2023-04-21,Clothing,Dress,Alex,219.52,0.05,208.54,209.34,126,299,4.1,4,4,0
2023-04-25,Food,Coffee,Alex,64.04,0.0,64.04,63.4,202,445,3.8,1,4,0
2023-04-26,Food,Cereal,Aswan,36.41,0.0,36.41,36.65,187,188,3.8,2,4,0
2023-04-27,Home,Pillow,Alex,110.95,0.05,105.4,119.59,44,49,3.7,3,4,0
2023-04-29,Clothing,Jeans,Giza,235.61,0.0,235.61,242.54,104,325,4.7,5,4,1
2023-04-30,Electronics,Tablet,Giza,775.91,0.15,659.52,664.2,68,376,4.1,6,4,1
2023-05-01,Clothing,Jacket,Aswan,212.66,0.05,202.03,185.12,45,290,3.9,0,5,0
2023-05-02,Food,Snacks,Cairo,42.37,0.0,42.37,37.63,117,387,4.3,1,5,0
2023-05-04,Electronics,Phone,Alex,1119.56,0.0,1119.56,1005.28,29,286,3.3,3,5,0
2023-05-05,Clothing,Jeans,Alex,204.11,0.0,204.11,188.43,102,34,4.9,4,5,0
2023-05-05,Sports,Helmet,Giza,379.72,0.0,379.72,364.7,102,227,3.7,4,5,0
2023-05-06,Clothing,Dress,Cairo,211.01,0.0,211.01,213.39,66,245,3.4,5,5,1
2023-05-06,Electronics,Laptop,Alex,851.36,0.0,851.36,737.44,29,273,4.0,5,5,1
2023-05-08,Food,Cereal,Giza,41.75,0.05,39.66,34.77,171,277,4.3,0,5,0
2023-05-10,Clothing,Dress,Cairo,159.09,0.1,143.18,132.99,127,308,3.3,2,5,0
2023-05-11,Electronics,Laptop,Luxor,835.65,0.0,835.65,906.08,42,105,4.6,3,5,0
2023-05-12,Food,Tea,Alex,49.86,0.05,47.37,51.39,202,78,4.0,4,5,0
2023-05-14,Electronics,Tablet,Luxor,623.19,0.05,592.03,508.0,39,450,3.8,6,5,1
2023-05-18,Clothing,Jacket,Aswan,222.56,0.1,200.3,176.66,47,364,4.6,3,5,0
2023-05-20,Clothing,T-Shirt,Alex,146.17,0.0,146.17,161.2,100,497,3.3,5,5,1
2023-05-20,Food,Snacks,Luxor,37.2,0.1,33.48,37.52,221,49,3.6,5,5,1
2023-05-21,Clothing,Jacket,Luxor,142.88,0.0,142.88,126.68,45,167,3.9,6,5,1
2023-05-21,Home,Curtains,Cairo,151.28,0.0,151.28,163.93,43,0,3.0,6,5,1
2023-05-21,Sports,Bike,Luxor,307.66,0.0,307.66,346.35,81,153,3.8,6,5,1
2023-05-23,Home,Lamp,Luxor,105.26,0.0,105.26,114.69,65,341,4.9,1,5,0
2023-05-24,Clothing,Shoes,Cairo,255.44,0.0,255.44,286.95,35,295,4.5,2,5,0
2023-05-25,Electronics,Tablet,Luxor,818.22,0.0,818.22,897.89,46,341,4.5,3,5,0
2023-05-26,Electronics,Laptop,Cairo,561.03,0.15,476.88,499.09,26,172,3.3,4,5,0
2023-05-26,Electronics,Tablet,Aswan,1038.91,0.05,986.96,959.2,39,431,4.6,4,5,0
2023-05-27,Electronics,Phone,Luxor,624.63,0.1,562.17,559.06,43,199,4.4,5,5,1
2023-05-27,Electronics,Laptop,Alex,954.69,0.15,811.49,808.59,42,269,4.9,5,5,1
2023-05-29,Sports,Bike,Aswan,380.51,0.15,323.43,358.22,67,384,3.3,0,5,0
2023-06-02,Clothing,T-Shirt,Giza,171.09,0.05,162.54,145.01,65,165,4.1,4,6,0
2023-06-02,Sports,Sneakers,Luxor,231.35,0.1,208.22,214.14,66,290,3.8,4,6,0
2023-06-02,Electronics,Phone,Aswan,860.34,0.2,688.27,628.12,57,254,3.8,4,6,0
2023-06-02,Clothing,Jacket,Cairo,181.42,0.0,181.42,203.57,35,317,3.6,4,6,0
2023-06-02,Food,Snacks,Alex,61.42,0.0,61.42,57.64,167,128,3.2,4,6,0
2023-06-04,Electronics,Laptop,Luxor,805.48,0.0,805.48,839.42,44,98,3.4,6,6,1
2023-06-04,Food,Tea,Aswan,64.32,0.0,64.32,55.07,116,396,5.0,6,6,1
2023-06-05,Sports,Sneakers,Luxor,263.23,0.05,250.07,242.94,45,283,4.8,0,6,0
2023-06-05,Clothing,Jeans,Alex,199.39,0.0,199.39,190.77,71,488,4.6,0,6,0
2023-06-06,Home,Rug,Luxor,153.28,0.05,145.62,150.56,45,448,4.2,1,6,0
2023-06-06,Home,Lamp,Giza,164.19,0.0,164.19,185.14,65,261,4.7,1,6,0
2023-06-06,Sports,Helmet,Cairo,315.29,0.05,299.53,269.9,76,42,4.4,1,6,0
2023-06-06,Clothing,Shoes,Luxor,245.45,0.0,245.45,209.66,62,56,4.7,1,6,0
2023-06-07,Clothing,Dress,Cairo,198.55,0.05,188.62,175.38,49,264,3.3,2,6,0
2023-06-08,Food,Cereal,Aswan,58.38,0.2,46.7,49.02,135,392,4.7,3,6,0
2023-06-08,Sports,Dumbbells,Giza,351.58,0.05,334.0,310.65,75,352,3.5,3,6,0
2023-06-10,Clothing,Shoes,Luxor,200.89,0.2,160.71,182.39,111,122,3.6,5,6,1
2023-06-11,Food,Cereal,Luxor,64.8,0.0,64.8,65.62,189,184,4.1,6,6,1
2023-06-11,Home,Rug,Luxor,135.75,0.05,128.96,116.53,77,213,3.2,6,6,1
2023-06-12,Home,Vase,Cairo,179.53,0.05,170.55,182.68,77,2,4.1,0,6,0
2023-06-14,Home,Vase,Aswan,152.26,0.0,152.26,148.33,55,244,3.5,2,6,0
2023-06-14,Home,Pillow,Cairo,166.05,0.1,149.45,138.87,43,34,3.5,2,6,0
2023-06-14,Sports,Dumbbells,Giza,292.49,0.15,248.62,264.81,78,340,3.1,2,6,0
2023-06-15,Clothing,Dress,Giza,166.32,0.05,158.0,160.57,46,107,4.1,3,6,0
2023-06-15,Clothing,Jacket,Giza,230.8,0.1,207.72,187.27,82,393,5.0,3,6,0
2023-06-16,Home,Lamp,Cairo,135.37,0.0,135.37,138.07,68,450,3.2,4,6,0
2023-06-17,Electronics,Laptop,Giza,752.96,0.0,752.96,749.96,20,291,4.7,5,6,1
2023-06-19,Sports,Sneakers,Alex,252.84,0.0,252.84,220.92,59,335,4.2,0,6,0
2023-06-19,Food,Cereal,Alex,52.58,0.2,42.06,46.67,257,493,4.0,0,6,0
2023-06-20,Food,Coffee,Giza,42.63,0.05,40.5,41.42,135,299,4.1,1,6,0
2023-06-21,Food,Juice,Alex,64.12,0.0,64.12,59.53,128,201,4.4,2,6,0
2023-06-22,Sports,Yoga Mat,Aswan,253.54,0.15,215.51,186.47,89,20,3.6,3,6,0
2023-06-22,Clothing,Jeans,Aswan,229.58,0.0,229.58,230.5,70,488,3.2,3,6,0
2023-06-23,Clothing,Dress,Alex,271.64,0.2,217.31,207.58,115,459,3.3,4,6,0
2023-06-25,Electronics,Camera,Luxor,1040.71,0.0,1040.71,906.71,44,98,3.7,6,6,1
2023-06-26,Food,Coffee,Giza,58.29,0.2,46.63,53.43,112,266,4.3,0,6,0
2023-06-27,Electronics,Phone,Alex,629.08,0.15,534.72,600.46,39,142,4.3,1,6,0
2023-06-29,Sports,Dumbbells,Cairo,244.51,0.0,244.51,236.56,80,100,4.9,3,6,0
2023-06-29,Sports,Helmet,Aswan,386.6,0.1,347.94,362.53,52,249,3.6,3,6,0
2023-06-30,Sports,Dumbbells,Cairo,293.97,0.0,293.97,298.52,81,208,4.0,4,6,0
2023-06-30,Food,Tea,Luxor,41.76,0.1,37.58,33.2,190,45,3.1,4,6,0
2023-07-02,Electronics,Camera,Luxor,626.43,0.05,595.11,620.6,48,455,3.5,6,7,1
2023-07-03,Food,Cereal,Cairo,57.59,0.15,48.95,55.1,83,122,4.2,0,7,0
2023-07-03,Clothing,Jeans,Cairo,151.44,0.2,121.15,124.96,52,120,5.0,0,7,0
2023-07-04,Electronics,Phone,Cairo,765.56,0.05,727.28,638.87,33,451,3.6,1,7,0
2023-07-05,Home,Pillow,Giza,169.99,0.05,161.49,176.74,68,375,4.8,2,7,0
2023-07-05,Home,Lamp,Cairo,189.72,0.2,151.78,146.57,41,266,4.7,2,7,0
2023-07-06,Food,Coffee,Alex,46.32,0.0,46.32,43.68,96,35,4.5,3,7,0
2023-07-07,Clothing,Dress,Aswan,227.47,0.0,227.47,253.51,50,210,3.2,4,7,0
2023-07-07,Electronics,Laptop,Giza,614.16,0.0,614.16,679.11,27,436,4.3,4,7,0
2023-07-07,Clothing,Dress,Luxor,230.76,0.05,219.22,200.72,53,448,3.2,4,7,0
2023-07-08,Home,Vase,Cairo,180.99,0.0,180.99,176.12,40,468,4.0,5,7,1
2023-07-08,Clothing,T-Shirt,Cairo,220.96,0.0,220.96,189.22,81,23,3.7,5,7,1
2023-07-09,Electronics,Tablet,Alex,1034.98,0.0,1034.98,910.7,26,42,3.3,6,7,1
2023-07-09,Home,Vase,Alex,179.12,0.05,170.16,189.23,56,319,3.9,6,7,1
2023-07-10,Sports,Sneakers,Cairo,351.49,0.1,316.34,279.7,75,387,4.3,0,7,0
2023-07-10,Electronics,Headphones,Aswan,1088.84,0.0,1088.84,1172.7,21,436,4.6,0,7,0
2023-07-12,Home,Pillow,Giza,137.01,0.0,137.01,156.86,36,87,4.7,2,7,0
2023-07-12,Electronics,Headphones,Alex,713.37,0.05,677.7,603.16,40,414,3.2,2,7,0
2023-07-12,Home,Vase,Luxor,138.08,0.05,131.18,128.8,51,225,4.8,2,7,0
2023-07-12,Electronics,Phone,Giza,899.69,0.0,899.69,911.78,33,257,4.9,2,7,0
2023-07-13,Food,Tea,Cairo,39.03,0.0,39.03,36.61,80,43,3.9,3,7,0
2023-07-14,Electronics,Headphones,Cairo,951.62,0.0,951.62,815.84,40,422,3.7,4,7,0
2023-07-14,Electronics,Headphones,Alex,1102.66,0.15,937.26,913.34,36,19,4.8,4,7,0
2023-07-14,Food,Juice,Giza,38.67,0.0,38.67,42.56,82,45,4.6,4,7,0
2023-07-15,Sports,Helmet,Giza,285.1,0.0,285.1,248.98,41,353,3.1,5,7,1
2023-07-16,Clothing,T-Shirt,Giza,171.84,0.15,146.06,162.67,49,179,4.6,6,7,1
2023-07-18,Sports,Helmet,Aswan,299.55,0.05,284.57,279.8,28,414,4.6,1,7,0
2023-07-18,Home,Curtains,Giza,175.78,0.0,175.78,191.22,21,44,3.0,1,7,0
2023-07-19,Home,Rug,Luxor,200.48,0.0,200.48,183.25,59,392,5.0,2,7,0
2023-07-19,Home,Rug,Luxor,156.28,0.0,156.28,148.72,56,226,4.4,2,7,0
2023-07-20,Home,Lamp,Luxor,202.49,0.05,192.37,192.06,57,354,3.1,3,7,0
2023-07-21,Electronics,Camera,Luxor,1041.47,0.05,989.4,967.76,32,271,4.3,4,7,0
2023-07-23,Home,Curtains,Alex,185.79,0.1,167.21,161.55,70,230,3.6,6,7,1
2023-07-23,Electronics,Laptop,Luxor,714.33,0.1,642.9,671.9,37,207,3.8,6,7,1
2023-07-24,Home,Vase,Alex,195.51,0.0,195.51,195.39,56,267,3.8,0,7,0
2023-07-25,Electronics,Camera,Aswan,975.3,0.2,780.24,673.19,19,8,3.9,1,7,0
2023-07-25,Home,Pillow,Luxor,169.4,0.1,152.46,150.2,25,437,4.5,1,7,0
2023-07-25,Clothing,Shoes,Giza,233.93,0.0,233.93,240.0,29,181,4.8,1,7,0
2023-07-25,Sports,Sneakers,Aswan,226.75,0.0,226.75,255.63,42,288,3.8,1,7,0
2023-07-26,Food,Tea,Aswan,52.45,0.15,44.58,48.48,83,463,3.3,2,7,0
2023-07-28,Food,Cereal,Aswan,58.79,0.1,52.91,53.94,84,289,4.8,4,7,0
2023-07-28,Clothing,Jeans,Luxor,196.65,0.0,196.65,194.05,37,74,4.9,4,7,0
2023-07-29,Home,Rug,Alex,138.32,0.1,124.49,141.91,27,184,3.4,5,7,1
2023-07-29,Home,Curtains,Aswan,164.22,0.0,164.22,175.24,44,382,3.5,5,7,1
2023-07-29,Food,Juice,Cairo,51.86,0.0,51.86,50.91,114,439,4.9,5,7,1
2023-07-31,Clothing,T-Shirt,Alex,245.86,0.0,245.86,213.26,35,360,3.6,0,7,0
2023-08-01,Home,Vase,Aswan,108.4,0.05,102.98,99.16,53,277,3.9,1,8,0
2023-08-02,Electronics,Phone,Alex,668.29,0.05,634.88,638.1,16,471,4.0,2,8,0
2023-08-02,Food,Juice,Cairo,58.37,0.1,52.53,59.56,82,348,3.3,2,8,0
2023-08-02,Sports,Yoga Mat,Luxor,403.49,0.05,383.32,404.34,34,114,3.9,2,8,0
2023-08-02,Home,Curtains,Giza,109.46,0.2,87.57,90.14,79,180,3.7,2,8,0
2023-08-02,Sports,Helmet,Luxor,285.31,0.0,285.31,290.45,58,83,4.8,2,8,0
2023-08-03,Clothing,Jeans,Luxor,154.6,0.05,146.87,156.27,61,344,3.9,3,8,0
2023-08-04,Food,Juice,Luxor,47.62,0.0,47.62,44.48,93,373,3.6,4,8,0
2023-08-05,Food,Cereal,Luxor,40.23,0.05,38.22,36.98,156,3,3.1,5,8,1
2023-08-05,Food,Tea,Alex,37.21,0.0,37.21,35.18,51,427,3.7,5,8,1
2023-08-07,Sports,Yoga Mat,Giza,409.77,0.0,409.77,363.09,62,423,4.2,0,8,0
2023-08-08,Clothing,Shoes,Giza,265.42,0.0,265.42,303.59,58,469,3.5,1,8,0
2023-08-08,Clothing,Shoes,Cairo,226.92,0.1,204.23,215.77,81,376,3.4,1,8,0
2023-08-09,Home,Vase,Aswan,162.28,0.0,162.28,180.84,34,483,3.8,2,8,0
2023-08-10,Food,Tea,Giza,50.08,0.2,40.06,37.8,96,430,3.6,3,8,0
2023-08-12,Food,Tea,Aswan,60.59,0.0,60.59,61.13,64,372,3.6,5,8,1
2023-08-13,Electronics,Tablet,Giza,864.36,0.0,864.36,780.77,23,459,3.4,6,8,1
2023-08-13,Electronics,Tablet,Aswan,851.09,0.0,851.09,812.78,24,137,3.4,6,8,1
2023-08-13,Home,Curtains,Giza,148.1,0.15,125.88,137.28,53,193,3.9,6,8,1
2023-08-13,Home,Lamp,Alex,158.52,0.0,158.52,145.5,32,277,3.0,6,8,1
2023-08-13,Electronics,Tablet,Alex,884.79,0.0,884.79,953.35,21,290,4.3,6,8,1
2023-08-14,Sports,Bike,Aswan,226.24,0.15,192.3,215.56,62,39,3.8,0,8,0
2023-08-15,Sports,Helmet,Luxor,260.78,0.0,260.78,275.92,33,394,3.9,1,8,0
2023-08-15,Clothing,Jeans,Luxor,149.11,0.0,149.11,137.94,67,321,4.1,1,8,0
2023-08-15,Food,Snacks,Aswan,62.1,0.05,59.0,67.19,97,5,3.8,1,8,0
2023-08-15,Clothing,Jeans,Luxor,198.52,0.15,168.74,148.45,83,215,3.2,1,8,0
2023-08-18,Clothing,Jeans,Alex,149.86,0.0,149.86,149.56,47,363,3.0,4,8,0
2023-08-18,Home,Vase,Cairo,133.14,0.0,133.14,146.45,31,124,3.7,4,8,0
2023-08-20,Electronics,Camera,Aswan,1101.55,0.0,1101.55,1167.54,30,183,4.9,6,8,1
2023-08-20,Sports,Helmet,Alex,274.79,0.0,274.79,292.49,24,121,3.9,6,8,1
2023-08-21,Electronics,Phone,Giza,660.81,0.0,660.81,609.11,32,54,3.6,0,8,0
2023-08-22,Food,Tea,Luxor,50.57,0.1,45.51,40.53,130,36,3.3,1,8,0
2023-08-22,Home,Pillow,Luxor,176.56,0.0,176.56,171.49,23,245,4.0,1,8,0
2023-08-22,Home,Pillow,Giza,199.73,0.0,199.73,171.74,35,317,3.9,1,8,0
2023-08-25,Clothing,T-Shirt,Aswan,235.36,0.0,235.36,234.29,50,387,3.2,4,8,0
2023-08-27,Food,Tea,Alex,69.35,0.1,62.42,60.61,88,217,3.5,6,8,1
2023-08-27,Electronics,Camera,Luxor,799.76,0.0,799.76,807.31,28,399,3.1,6,8,1
2023-08-28,Food,Snacks,Giza,63.83,0.0,63.83,59.52,90,223,4.0,0,8,0
2023-08-30,Electronics,Tablet,Aswan,602.3,0.1,542.07,557.69,24,61,3.2,2,8,0
2023-08-31,Sports,Bike,Cairo,318.32,0.0,318.32,346.55,55,398,3.6,3,8,0
2023-08-31,Electronics,Tablet,Alex,1024.8,0.0,1024.8,967.84,16,390,4.6,3,8,0
2023-09-01,Sports,Yoga Mat,Luxor,215.23,0.0,215.23,223.24,51,270,4.1,4,9,0
2023-09-02,Food,Snacks,Luxor,54.79,0.05,52.05,45.3,68,498,3.3,5,9,1
2023-09-02,Electronics,Phone,Cairo,789.71,0.1,710.74,632.41,33,163,3.2,5,9,1
2023-09-02,Clothing,Jacket,Aswan,193.5,0.05,183.82,177.51,39,454,4.9,5,9,1
2023-09-03,Food,Juice,Cairo,67.72,0.0,67.72,69.44,54,25,4.9,6,9,1
2023-09-03,Electronics,Phone,Aswan,710.59,0.0,710.59,666.26,18,319,3.9,6,9,1
2023-09-04,Food,Cereal,Aswan,38.47,0.0,38.47,38.7,60,94,3.4,0,9,0
2023-09-04,Electronics,Tablet,Alex,935.56,0.0,935.56,899.91,23,288,4.4,0,9,0
2023-09-04,Food,Snacks,Luxor,38.45,0.05,36.53,39.05,105,53,3.5,0,9,0
2023-09-05,Food,Cereal,Luxor,46.8,0.05,44.46,43.77,67,478,4.0,1,9,0
2023-09-06,Electronics,Laptop,Cairo,713.62,0.0,713.62,806.0,12,24,3.8,2,9,0
2023-09-07,Food,Coffee,Luxor,54.0,0.15,45.9,39.04,72,267,3.2,3,9,0
2023-09-07,Home,Lamp,Luxor,206.88,0.1,186.19,181.1,29,473,4.7,3,9,0
2023-09-08,Food,Juice,Luxor,54.93,0.2,43.94,50.35,87,340,4.4,4,9,0
2023-09-08,Sports,Dumbbells,Cairo,291.32,0.1,262.19,237.09,47,393,4.5,4,9,0
2023-09-11,Clothing,Jacket,Giza,148.05,0.0,148.05,126.06,27,369,4.1,0,9,0
2023-09-11,Home,Pillow,Giza,176.71,0.0,176.71,189.79,32,355,4.1,0,9,0
2023-09-12,Home,Curtains,Aswan,161.37,0.1,145.23,130.37,27,112,4.3,1,9,0
2023-09-12,Food,Cereal,Aswan,39.62,0.0,39.62,37.78,52,97,3.3,1,9,0
2023-09-13,Electronics,Phone,Aswan,822.18,0.0,822.18,907.79,17,160,3.3,2,9,0
2023-09-13,Electronics,Headphones,Giza,895.35,0.0,895.35,870.72,20,472,3.7,2,9,0
2023-09-14,Sports,Dumbbells,Giza,254.82,0.15,216.6,187.73,66,331,5.0,3,9,0
2023-09-15,Sports,Dumbbells,Luxor,232.69,0.0,232.69,248.81,37,65,4.7,4,9,0
2023-09-15,Food,Tea,Cairo,47.18,0.05,44.82,43.09,137,158,3.1,4,9,0
2023-09-15,Home,Vase,Cairo,106.92,0.0,106.92,98.9,23,156,4.1,4,9,0
2023-09-15,Food,Juice,Giza,35.9,0.0,35.9,38.14,71,494,4.1,4,9,0
2023-09-16,Clothing,Shoes,Giza,177.14,0.05,168.28,170.55,40,346,4.0,5,9,1
2023-09-17,Home,Rug,Giza,113.19,0.15,96.21,99.61,54,367,4.9,6,9,1
2023-09-17,Sports,Sneakers,Giza,227.03,0.1,204.33,179.76,26,347,3.4,6,9,1
2023-09-18,Clothing,Jeans,Alex,225.38,0.05,214.11,201.95,52,120,3.4,0,9,0
2023-09-18,Home,Curtains,Luxor,139.45,0.05,132.48,140.55,20,415,4.6,0,9,0
2023-09-19,Food,Snacks,Aswan,61.78,0.0,61.78,67.36,65,349,3.8,1,9,0
2023-09-19,Electronics,Headphones,Luxor,634.24,0.0,634.24,671.02,13,93,4.1,1,9,0
2023-09-20,Electronics,Phone,Luxor,900.27,0.0,900.27,933.12,14,197,3.3,2,9,0
2023-09-20,Sports,Yoga Mat,Alex,266.59,0.0,266.59,233.74,42,380,4.5,2,9,0
2023-09-23,Electronics,Headphones,Aswan,846.84,0.05,804.5,833.55,33,340,4.6,5,9,1
2023-09-26,Food,Tea,Luxor,37.08,0.0,37.08,32.68,66,31,3.7,1,9,0
2023-09-27,Electronics,Phone,Cairo,837.28,0.1,753.55,829.07,34,496,4.2,2,9,0
2023-09-28,Electronics,Laptop,Aswan,745.8,0.0,745.8,704.05,30,174,4.8,3,9,0
2023-09-29,Home,Rug,Aswan,145.61,0.05,138.33,141.86,39,152,3.4,4,9,0
2023-10-01,Electronics,Headphones,Cairo,837.06,0.05,795.21,809.22,17,4,3.4,6,10,1
2023-10-02,Clothing,Shoes,Alex,248.1,0.0,248.1,218.38,31,21,3.5,0,10,0
2023-10-04,Sports,Helmet,Luxor,316.47,0.0,316.47,329.69,21,44,3.9,2,10,0
2023-10-05,Sports,Helmet,Alex,299.47,0.15,254.55,221.95,36,93,4.2,3,10,0
2023-10-06,Home,Rug,Giza,111.52,0.0,111.52,118.72,24,138,4.9,4,10,0
2023-10-06,Sports,Helmet,Alex,309.9,0.0,309.9,323.3,37,317,4.0,4,10,0
2023-10-09,Clothing,Jeans,Alex,167.79,0.05,159.4,178.44,54,0,4.3,0,10,0
2023-10-09,Food,Snacks,Giza,64.64,0.05,61.41,56.04,123,231,3.8,0,10,0
2023-10-10,Sports,Bike,Alex,342.93,0.0,342.93,338.69,26,81,4.2,1,10,0
2023-10-10,Food,Juice,Cairo,67.09,0.2,53.67,59.51,77,404,3.5,1,10,0
2023-10-10,Sports,Dumbbells,Luxor,296.46,0.0,296.46,313.15,20,408,3.5,1,10,0
2023-10-11,Clothing,Jacket,Giza,248.38,0.0,248.38,241.64,44,345,4.6,2,10,0
2023-10-12,Clothing,Dress,Alex,200.31,0.05,190.29,203.83,30,242,4.4,3,10,0
2023-10-12,Sports,Yoga Mat,Alex,333.88,0.0,333.88,339.47,27,190,4.8,3,10,0
2023-10-12,Sports,Sneakers,Cairo,250.81,0.0,250.81,252.27,27,209,4.3,3,10,0
2023-10-13,Food,Cereal,Giza,41.81,0.1,37.63,41.64,66,463,4.0,4,10,0
2023-10-13,Clothing,Jacket,Alex,279.57,0.0,279.57,308.99,51,484,5.0,4,10,0
2023-10-13,Electronics,Tablet,Giza,566.52,0.05,538.19,553.03,27,165,4.5,4,10,0
2023-10-14,Food,Cereal,Cairo,63.6,0.0,63.6,58.21,84,388,3.2,5,10,1
2023-10-14,Home,Rug,Cairo,106.82,0.0,106.82,116.85,22,236,4.7,5,10,1
2023-10-14,Sports,Yoga Mat,Luxor,317.3,0.0,317.3,343.68,49,48,4.9,5,10,1
2023-10-14,Food,Juice,Luxor,69.7,0.0,69.7,61.55,60,364,3.8,5,10,1
2023-10-14,Clothing,Shoes,Cairo,178.32,0.15,151.57,167.64,32,438,3.7,5,10,1
2023-10-17,Sports,Sneakers,Cairo,211.9,0.05,201.3,198.55,34,130,3.2,1,10,0
2023-10-19,Electronics,Phone,Alex,563.62,0.0,563.62,603.29,16,141,3.0,3,10,0
2023-10-21,Home,Vase,Cairo,176.24,0.0,176.24,200.4,41,82,4.8,5,10,1
2023-10-24,Food,Tea,Aswan,50.57,0.1,45.51,51.7,86,53,3.1,1,10,0
2023-10-26,Food,Tea,Giza,37.52,0.15,31.89,30.65,105,189,4.8,3,10,0
2023-10-26,Home,Lamp,Aswan,141.0,0.0,141.0,144.45,35,340,4.4,3,10,0
2023-10-27,Electronics,Tablet,Giza,777.49,0.1,699.74,637.13,31,69,3.7,4,10,0
2023-10-27,Electronics,Phone,Alex,658.99,0.05,626.04,573.12,22,440,3.6,4,10,0
2023-10-27,Sports,Bike,Giza,304.56,0.0,304.56,302.75,33,149,4.8,4,10,0
2023-10-29,Clothing,Jacket,Alex,259.02,0.0,259.02,286.17,29,139,3.4,6,10,1
2023-10-30,Sports,Dumbbells,Alex,251.66,0.15,213.91,192.23,75,93,3.1,0,10,0
2023-11-02,Electronics,Tablet,Cairo,1013.36,0.2,810.69,859.59,30,57,4.5,3,11,0
2023-11-02,Clothing,Shoes,Cairo,246.52,0.05,234.19,219.25,45,345,4.1,3,11,0
2023-11-03,Electronics,Tablet,Luxor,668.54,0.0,668.54,714.73,28,242,4.7,4,11,0
2023-11-04,Electronics,Tablet,Alex,606.43,0.0,606.43,576.8,23,461,4.9,5,11,1
2023-11-04,Clothing,Shoes,Cairo,171.27,0.0,171.27,162.39,43,382,5.0,5,11,1
2023-11-07,Electronics,Phone,Giza,713.21,0.15,606.23,668.43,29,268,4.0,1,11,0
